Distance Travelled,Radial Distance,Deadend,Turned Head,Blocks,Radius,Timeout
1.976139613,1.916215033,TRUE,0,162,9,FALSE
5.305343906,4.510216847,TRUE,0,162,9,FALSE
4.884331833,4.79030068,FALSE,0,18,3,FALSE
8.674893526,7.637277036,TRUE,0,242,11,FALSE
4.082715396,3.936974197,TRUE,0,200,10,FALSE
10.05326603,6.198472516,TRUE,0,200,10,FALSE
1.630599233,1.630060921,TRUE,0,32,4,FALSE
3.309197468,3.068568315,TRUE,0,72,6,FALSE
1.976139613,1.916215033,TRUE,0,128,8,FALSE
4.28527641,4.113941783,TRUE,0,98,7,FALSE
12.21788701,11.87198762,FALSE,0,128,8,FALSE
8.044012457,7.714558012,FALSE,0,50,5,FALSE
9.629600699,9.056694671,FALSE,0,72,6,FALSE
4.850390118,4.850358596,FALSE,0,18,3,FALSE
4.729933241,4.460250636,TRUE,0,98,7,FALSE
14.99078278,11.91778299,FALSE,0,128,8,FALSE
5.948471585,5.846000257,TRUE,0,200,10,FALSE
6.299724703,6.262775468,FALSE,0,32,4,FALSE
3.446514482,3.339141802,TRUE,0,128,8,FALSE
2.543288473,2.384759222,TRUE,0,200,10,FALSE
5.975364488,4.826725881,FALSE,0,18,3,FALSE
15.52673814,14.65842783,FALSE,0,200,10,FALSE
4.859605781,4.795592304,TRUE,0,200,10,FALSE
1.630599233,1.630060921,TRUE,0,162,9,FALSE
7.57842518,7.578376107,FALSE,0,50,5,FALSE
4.850390118,4.850358596,FALSE,0,18,3,FALSE
7.57842518,7.578376107,FALSE,0,50,5,FALSE
1.630599233,1.630060921,TRUE,0,162,9,FALSE
4.847367558,4.476239867,TRUE,0,128,8,FALSE
4.832903819,4.760506114,TRUE,0,128,8,FALSE
4.752205207,4.501469741,TRUE,0,98,7,FALSE
2.036135766,1.978720164,TRUE,0,98,7,FALSE
9.873000434,9.060389052,FALSE,0,72,6,FALSE
3.322935835,3.155180593,TRUE,0,162,9,FALSE
8.039683171,7.645077206,FALSE,0,50,5,FALSE
1.971935398,1.930134277,TRUE,0,200,10,FALSE
2.795809804,2.448804624,TRUE,0,242,11,FALSE
2.662340225,2.492916891,TRUE,0,162,9,FALSE
4.617192666,4.262917318,TRUE,0,128,8,FALSE
6.854272773,6.210238902,TRUE,0,128,8,FALSE
3.401703105,3.231253335,TRUE,0,242,11,FALSE
8.015654821,7.711849032,FALSE,0,50,5,FALSE
14.18952016,13.31376617,FALSE,0,162,9,FALSE
6.356917986,5.878493272,TRUE,0,242,11,FALSE
6.53892439,6.295997343,FALSE,0,32,4,FALSE
6.657455396,6.265257751,FALSE,0,32,4,FALSE
12.72363474,11.82868155,FALSE,0,128,8,FALSE
9.38709402,9.020247531,FALSE,0,72,6,FALSE
5.443119412,5.116370938,TRUE,0,242,11,FALSE
2.577944528,2.577929386,TRUE,0,200,10,FALSE
6.927577256,6.229414367,FALSE,0,32,4,FALSE
6.345996438,6.306084047,FALSE,0,32,4,FALSE
